,Question,Correct
516,A scientific hypothesis is the final answer to a question.,False.
517,Energy can be created but never destroyed.,False.
518,Both matter and antimatter were created in the Big Bang.,True.
519,The center of the Earth is hotter than the surface of the sun.,True.
520,There is no gravity in space.,False.
521,"The human body has four basic tastes: sweet, sour, salty, and bitter.",False.
522,The liver is the largest organ in the human body.,True.
523,The brain completely stops working when you sleep.,False.
524,The speed of light is constant in a vacuum.,True.
525,Antibiotics can cure viral infections.,False.
526,Fossil fuel formation takes thousands of years.,True.
527,"At absolute zero, all motion stops.",True.
528,The moon has a stronger gravitational pull on the Earth than the sun.,False.
529,Black holes suck everything around them into oblivion.,False.
530,One type of mass is the same as another type of mass.,True.
531,DNA is an acronym for Deoxyribonucleic acid.,True.
532,Artificial sweeteners cause cancer.,False.
533,Light can be both a particle and a wave.,True.
534,The Earth’s atmosphere is created by volcanic activity.,False.
535,Joints are part of the human body’s muscular system.,True.
536,The first person to reach the North Pole was Robert Peary.,True.
537,A gamma ray is a type of radio wave.,False.
538,The speed of light can be exceeded.,False.
539,The chemical symbol for gold is Ag.,False.
540,Smoking causes only lung cancer.,False.
541,The Great Barrier Reef is the largest coral reef in the world.,True.
542,Every living organism on Earth requires oxygen to survive.,False.
543,A calorie is a unit of measurement for energy.,True.
544,The metal mercury is a liquid at room temperature.,True.
545,The metric system is used in science to ensure accuracy and consistency.,True.
546,A negative number raised to an even power will always result in a positive number.,True
547,Any two numbers that add up to 0 are considered inverses.,True
548,Multiplying any number by 0 will always result in 0.,True
549,The median of a set of numbers is the same as the mode.,False
550,A rational number can never be an integer.,False
551,An obtuse angle is always greater than a right angle.,True
552,A prime number can only be divided evenly by 1 and itself.,True
553,"When dividing by a fraction, it is always necessary to first find the reciprocal of that fraction and then multiply.",True
554,The product of any two irrational numbers is always an irrational number.,False
555,Percentages are always written in decimal form.,False
556,An angle of 180 degrees is a straight angle.,True
557,Simplifying a fraction means dividing both the numerator and denominator by their greatest common factor.,True
558,The additive identity of any set of numbers is 0.,True
559,A parallelogram is always a rectangle.,False
560,The Square Root of a negative number is not a real number.,True
561,Proportions always involve two equal ratios.,True
562,The value of pi is a rational number.,False
563,The dot product of any two vectors is a scalar.,True
564,An odd number can never be a perfect square.,True
565,The volume of a sphere is (4/3)πr³.,True
566,The opposite of a negative number is always a positive number.,True
567,The sum of any two rational numbers is always a rational number.,True
568,Zero is an even number.,True
569,1 is always considered a prime number.,False
570,All right triangles are similar.,False
571,There is only one way to express any given number in scientific notation.,False
572,An isosceles triangle has three equal angles.,False
573,The formula for finding the area of a trapezoid is (base1+base2/2)×height.,True
574,A negative times a negative always results in a positive number.,True
575,The derivative of a constant function is always zero.,True
576,A rhombus is always a square.,False
577,The range of a set of numbers is always larger than the median.,False
578,A function can only have one vertical asymptote.,True
579,The slope of a horizontal line is undefined.,False
580,A hexagon has 5 diagonals.,False
581,Implicit differentiation can only be used to differentiate functions in the form y=f(x).,False
582,Any two numbers that differ by 1 are considered consecutive integers.,True
583,The Pythagorean theorem can only be applied to right triangles.,True
